author_id,name,n_papers,h_corpus,cites_corpus,h_openalex,works_openalex,cites_openalex,institution,country,top_sleeve,distinct_sleeves,fwd_citers_total,top_paper_title,top_paper_cites
A5022620664,Jang Ho Kim,21,14,459,17,81,893,Korea University,KR,cross_asset,5,170,Recent Developments in Robust Portfolios with a Worst-Case Approach,88
A5024568738,Steven L. Schwarcz,35,14,647,25,286,2165,Duke University,US,rates_credit,4,76,Regulating Shadow Banking,92
A5037147818,Abdul Rashid,30,14,531,25,213,2111,"International Islamic University, Islamabad",PK,macro_regime,6,111,Financial development – does it lessen poverty?,71
A5030400756,Indranil Ghosh,19,14,448,23,83,1329,Institute of Management Technology,IN,other,4,113,"Co-movement and Dynamic Correlation of Financial and Energy Markets: An Integrated Framework of Nonlinear Dynamics, Wave",55
A5026796905,Alan E. H. Speight,25,14,699,22,82,1290,Swansea University,GB,fx,7,281,Forecasting UK stock market volatility,120
A5035662336,Laurent Ferrara,20,14,517,26,173,2096,SKEMA Business School,FR,macro_regime,1,127,When are Google Data Useful to Nowcast GDP? An Approach via Preselection and Shrinkage,59
A5102005024,Abhay Kumar Singh,33,14,519,22,144,3369,Macquarie University,AU,vol_options,8,195,Daily market news sentiment and stock prices,75
A5040160520,Michael E. Drew,24,14,759,19,199,1460,Griffith University,AU,equity_xs,4,204,Portfolio Size Effect in Retirement Accounts: What Does It Imply for Lifecycle Asset Allocation Funds?,94
A5041089378,Silvia Muzzioli,31,14,578,20,112,1312,University of Modena and Reggio Emilia,IT,vol_options,5,185,Option-based forecasts of volatility: an empirical study in the DAX-index options market,63
A5010672134,Farshid Mehrdoust,24,14,346,17,113,739,University of Guilan,IR,vol_options,6,67,Uncertain energy model for electricity and gas futures with application in spark-spread option price,37
A5044584966,Raymond M. Leuthold,14,14,570,26,127,2136,University of Illinois Urbana-Champaign,US,commodities,6,128,The value of public information in commodity futures markets,99
A5079555845,Cho‐Hoi Hui,34,14,636,15,132,826,International Finance Corporation,,rates_credit,8,96,A simple approach for pricing barrier options with time-dependent parameters,86
A5041238635,Christian‐Oliver Ewald,48,14,542,18,184,1149,Statistics Sweden,GB,vol_options,7,126,"
 Optimal management and inflation protection for defined contribution pension plans
",60
A5022659406,Lawrence R. Glosten,19,13,19457,26,81,24551,Northwestern University,US,microstructure,4,6659,On the Relation between the Expected Value and the Volatility of the Nominal Excess Return on Stocks,8753
A5071160741,Larry G. Epstein,13,13,11329,55,165,20559,Boston University,,other,4,2495,"Substitution, Risk Aversion, and the Temporal Behavior of Consumption and Asset Returns: A Theoretical Framework",4502
A5029970501,Yuliy Sannikov,16,13,4311,27,83,5837,Princeton University,US,other,7,782,A Macroeconomic Model with a Financial Sector,2025
A5067412219,Nikolai Roussanov,20,13,834,25,75,4258,National Bureau of Economic Research,US,other,7,834,Commodity Trade and the Carry Trade: A Tale of Two Countries,165
A5058916360,Michael J. Cooper,22,13,3658,26,89,7094,University of Utah,,equity_xs,4,1277,Asset Growth and the Cross‐Section of Stock Returns,1595
A5052658318,Silverio Foresi,14,13,1816,21,53,2341,Goldman Sachs (United States),US,rates_credit,6,624,Affine Term Structure Models and the Forward Premium Anomaly,642
A5020555659,Mariano Massimiliano Croce,17,13,1099,20,83,2259,Centre for Economic Policy Research,GB,equity_xs,7,391,Long-run productivity risk: A new hope for production-based asset pricing?,296
A5006978875,Anat R. Admati,15,13,6913,35,90,12794,European Corporate Governance Institute,US,other,3,1900,A Theory of Intraday Patterns: Volume and Price Variability,3285
A5101101669,Stephen F. LeRoy,39,13,3449,27,160,6164,Atmospheric and Environmental Research,,other,6,666,The Present-Value Relation: Tests Based on Implied Variance Bounds,1402
A5031234928,Seth Pruitt,14,13,1806,19,50,3586,Arizona State University,,other,5,1114,Market Expectations in the Cross‐Section of Present Values,605
A5015508127,Kjetil Storesletten,15,13,3597,38,121,8720,University of Minnesota System,GB,other,4,384,Cyclical Dynamics in Idiosyncratic Labor Market Risk,694
A5103093603,John Campbell,17,13,3634,57,488,19071,National Bureau of Economic Research,GB,equity_xs,6,705,Does Saving Anticipate Declining Labor Income? an Alternative Test of the Permanent Income Hypothesis,784
A5081927091,Tyler Shumway,16,13,7645,29,49,13933,University of Michigan,US,equity_xs,5,1593,Forecasting Default with the Merton Distance to Default Model,2299
A5086420622,Vincenzo Quadrini,17,13,4350,36,155,7597,University of Southern California,US,macro_regime,4,637,Macroeconomic Effects of Financial Shocks,1252
A5062549354,Basit Zafar,13,13,1857,40,255,8184,National Bureau of Economic Research,AU,other,3,327,Personal Experiences and Expectations about Aggregate Outcomes,391
A5037154785,Rajnish Mehra,22,13,8575,28,131,9457,National Bureau of Economic Research,US,equity_xs,6,2183,The equity premium: A puzzle,5774
A5083164889,Pascal J. Maenhout,15,13,4085,21,36,4779,INSEAD,FR,equity_xs,5,1040,Consumption and Portfolio Choice over the Life Cycle,1597
A5061802063,Samuel M. Hartzmark,18,13,2507,20,48,3619,Boston College,,other,3,410,Do Investors Value Sustainability? A Natural Experiment Examining Ranking and Fund Flows,1567
A5061796200,Keith Kuester,15,13,2961,27,80,4121,Center for Economic and Policy Research,DE,macro_regime,3,600,Fiscal Volatility Shocks and Economic Activity,944
A5101836084,Richard B. Evans,24,13,1927,26,123,3700,University of Virginia,US,other,5,625,Mutual Fund Incubation,724
A5110739338,Kathy Yuan,17,13,2072,18,59,2557,London School of Economics and Political Science,GB,other,5,429,How Do Crises Spread? Evidence from Accessible and Inaccessible Stock Indices,437
A5068471092,Lauren Cohen,31,13,5045,34,172,8032,National Bureau of Economic Research,US,other,7,859,Economic Links and Predictable Returns,1404
A5045305197,Daniela Klingebiel,16,13,2481,29,78,5876,World Bank,US,other,4,282,Is the crisis problem growing more severe?,1305
A5111052824,Jonas D. M. Fisher,15,13,2499,29,124,6176,Federal Reserve Bank of Chicago,US,macro_regime,4,505,Macroeconomic Effects of Federal Reserve Forward Guidance,713
A5026108678,Xiaoji Lin,20,13,1739,22,69,2528,University of Minnesota,US,equity_xs,5,363,"Labor Hiring, Investment, and Stock Return Predictability in the Cross Section",405
A5060266296,Javier Bianchi,15,13,1250,26,137,2987,University of Notre Dame,US,other,5,245,Overborrowing and Systemic Externalities in the Business Cycle,285
A5078001358,Alexander F. Wagner,20,13,2167,35,201,6482,University of Zurich,CH,equity_xs,6,383,Feverish Stock Price Reactions to COVID-19*,1245
A5006705660,Alı Hortaçsu,18,13,2599,49,217,11171,National Bureau of Economic Research,US,other,6,332,"Product Differentiation, Search Costs, and Competition in the Mutual Fund Industry: A Case Study of S&P 500 Index Funds",639
A5020203221,Gregor Matvos,16,13,2035,31,90,6045,Northwestern University,US,other,3,321,Deposit Competition and Financial Fragility: Evidence from the US Banking Sector,436
A5082677079,Giorgio Topa,15,13,1982,28,115,4303,Federal Reserve Bank of New York,US,macro_regime,2,347,Place of Work and Place of Residence: Informal Hiring Networks and Labor Market Outcomes,756
A5001427381,Charles F. Manski,16,13,9878,81,520,38560,Northwestern University,,other,4,406,Identification of Endogenous Social Effects: The Reflection Problem,6334
A5035824689,Tim Jenkinson,19,13,2059,45,170,7160,University of Oxford,,other,6,279,Private Equity Performance: What Do We Know?,611
A5022823836,Marek Jarociński,14,13,1511,19,71,2083,European Central Bank,DE,macro_regime,3,250,Deconstructing Monetary Policy Surprises: The Role of Information Shocks,557
A5087773380,Ricardo Lagos,17,13,1992,28,155,5646,Catholic University of the Maule,US,other,4,409,Liquidity in Asset Markets With Search Frictions,400
A5041823610,Matteo Iacoviello,15,13,9382,39,116,14070,Federal Reserve,US,macro_regime,3,2150,Measuring Geopolitical Risk,3551
A5110572496,Gabriel Chodorow-Reich,15,13,2893,24,90,4521,Harvard University,US,macro_regime,4,345,The Employment Effects of Credit Market Disruptions: Firm-level Evidence from the 2008–9 Financial Crisis *,1557
A5037118562,Tuomo Vuolteenaho,14,13,2836,23,48,6164,Harvard University,US,equity_xs,3,1237,The Value Spread,506
A5101984914,Frank Zhang,21,13,3716,35,148,7294,The University of Texas at Dallas,US,equity_xs,5,1306,Information Uncertainty and Stock Returns,1913
A5044105698,Pengjie Gao,18,13,5161,30,104,7842,First Affiliated Hospital of Xi'an Jiaotong University,,equity_xs,5,779,In Search of Attention,2818
A5004138955,Tiziano Ropele,15,13,1950,22,135,2750,Bank of Italy,IT,macro_regime,4,241,Inflation Expectations and Firm Decisions: New Causal Evidence*,399
A5022535113,Luigi Pistaferri,13,13,4200,49,246,11733,Center for Economic and Policy Research,,other,4,398,Consumption inequality and partial insurance,878
A5014487729,J. David López‐Salido,15,13,5798,31,103,6035,Federal Reserve,US,macro_regime,4,601,Understanding the Effects of Government Spending on Consumption,1956
A5056939347,Ian Dew-Becker,23,13,1181,22,66,1956,National Bureau of Economic Research,PH,other,6,249,Where Did the Productivity Growth Go? Inflation Dynamics and the Distribution of Income,257
A5060795990,Marco E. Terrones,15,13,2696,42,167,8253,University of the Pacific,,macro_regime,4,162,Financial Integration and Macroeconomic Volatility,558
A5113544753,John J. McConnell,20,13,9420,61,227,24107,BAE Systems (Sweden),US,other,5,748,Additional evidence on equity ownership and corporate value,4472
A5000546325,Aitor Erce,19,13,1539,22,102,2688,Universidad Pública de Navarra (UPNA),ES,rates_credit,3,246,Gross capital flows: Dynamics and crises,733
A5038768648,Hengjie Ai,18,13,1047,21,69,1518,University of Wisconsin–Madison,,equity_xs,5,343,Risk Preferences and the Macroeconomic Announcement Premium,242
A5106825804,Gary B. Gorton,18,13,3546,31,128,6140,National Bureau of Economic Research,US,other,6,1151,Facts and Fantasies about Commodity Futures,1462
A5022222146,Souphala Chomsisengphet,14,13,1600,38,132,4817,Office of the Comptroller of the Currency,US,other,4,176,Regulating Consumer Financial Products: Evidence from Credit Cards *,435
A5069717182,Ronen Israel,20,13,1107,28,69,2603,Capital University,US,equity_xs,5,441,Trading Costs of Asset Pricing Anomalies,235
A5022300681,Vikas Agarwal,22,13,3207,35,125,6265,Sanjay Gandhi Post Graduate Institute of Medical Sciences,,other,7,1064,Risks and Portfolio Decisions Involving Hedge Funds,1293
A5026049014,Ciamac C. Moallemi,16,13,807,28,115,2601,Paradigm (France),,microstructure,4,189,Monopoly Without a Monopolist: An Economic Analysis of the Bitcoin Payment System,213
A5100806869,Satyajit Chatterjee,13,13,794,37,207,5344,Federal Reserve Bank of Philadelphia,US,other,4,76,"Entry and Exit, Product Variety and the Business Cycle",140
A5060473555,Ioannis Karatzas,14,13,11965,59,271,35865,HUN-REN Alfréd Rényi Institute of Mathematics,,rates_credit,6,1492,Brownian Motion and Stochastic Calculus,7830
A5031326776,Heitor Almeida,15,13,9518,44,129,16691,National Bureau of Economic Research,,other,4,843,The Cash Flow Sensitivity of Cash,3366
A5064607226,Craig W. Holden,21,13,3588,23,84,5145,Indiana University,US,microstructure,5,1086,Do liquidity measures measure liquidity?☆,1413
A5109350482,William Goetzmann,22,13,2812,27,104,3629,,,other,6,634,Survivorship Bias in Performance Studies,1161
A5101543008,Ke Tang,25,13,2259,25,122,3930,East China Jiaotong University,CN,carry,7,786,Index Investment and the Financialization of Commodities,1628
A5045499358,Laura Alfaro,18,13,2473,47,305,12123,Center for Economic and Policy Research,US,macro_regime,6,336,Why Doesn't Capital Flow from Rich to Poor Countries? An Empirical Investigation,1021
A5082339773,Timothy C. Johnson,20,13,1583,20,140,2640,University of Illinois Urbana-Champaign,US,equity_xs,6,560,Forecast Dispersion and the Cross Section of Expected Returns,609
A5012785227,Mark S. Seasholes,17,13,3504,19,56,4736,"University of California, Berkeley",US,equity_xs,5,1253,The portfolio flows of international investors,988
A5034562806,Kelly Shue,20,13,1832,26,64,3723,National Bureau of Economic Research,US,other,5,208,Screening Peers Softly: Inferring the Quality of Small Borrowers,536
A5081143712,Jennie Bai,20,13,849,22,66,2241,National Bureau of Economic Research,US,equity_xs,6,260,Measuring Liquidity Mismatch in the Banking Sector,190
A5034074714,Bong‐Soo Lee,18,13,2063,46,256,7852,Mokwon University,US,other,5,451,"Causal Relations Among Stock Returns, Interest Rates, Real Activity, and Inflation",639
A5100734643,Chu Zhang,19,13,1415,22,119,2333,Kunming University of Science and Technology,HK,other,5,395,Why Did Individual Stocks Become More Volatile?*,400
A5038325850,Yi Wen,20,13,868,32,333,4226,Shanghai Jiao Tong University,CN,macro_regime,4,106,"Indeterminacy, aggregate demand, and the real business cycle ☆",155
A5090012783,Victor Ng,13,13,9865,29,97,9825,Western University,US,other,5,2626,Measuring and Testing the Impact of News on Volatility,3715
A5066087559,Vidhan K. Goyal,15,13,7576,28,80,10857,Hong Kong University of Science and Technology,HK,other,6,720,Capital Structure Decisions: Which Factors Are Reliably Important?,2765
A5059417551,Thomas Laubach,13,13,2673,31,125,6367,University of Bamberg,US,rates_credit,3,334,NEW EVIDENCE ON THE INTEREST RATE EFFECTS OF BUDGET DEFICITS AND DEBT,772
A5047044521,Roy Kouwenberg,19,13,1288,28,107,3703,Mahidol University,NL,cross_asset,4,190,Ambiguity aversion and household portfolio choice puzzles: Empirical evidence,401
A5066456555,Harry Mamaysky,22,13,1296,16,71,1949,Columbia University,US,other,6,387,Asset Prices and Trading Volume under Fixed Transactions Costs,363
A5005859662,Charles T. Carlstrom,14,13,2169,32,209,4868,Federal Reserve,US,macro_regime,3,333,"Agency Costs, Net Worth, and Business Fluctuations : A Computable General Equilibrium Analysis",871
A5089152261,Davide Pettenuzzo,21,13,941,19,75,1554,Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,IT,other,4,266,Predictability of stock returns and asset allocation under structural breaks,220
A5078386766,Sergey Chernenko,15,13,1215,21,65,2041,Purdue University West Lafayette,US,rates_credit,6,276,Order Flow and Exchange Rate Dynamics in Electronic Brokerage System Data,287
A5059545223,Nour Meddahi,14,13,1321,19,67,2264,Toulouse School of Economics,FR,vol_options,4,562,Correcting the errors: Volatility forecast evaluation using high-frequency data and realized volatilities,323
